Image,Age,Gender,Race,Emotion,Age Group
anger_-_image0000722.jpg,30,Woman,white,surprise,middle-aged (30-49)
anger_-_image0000723.jpg,36,Man,white,sad,middle-aged (30-49)
anger_-_image0000758.jpg,23,Man,asian,angry,young adult (20-29)
anger_-_image0000776.jpg,31,Man,white,angry,middle-aged (30-49)
anger_-_image0000825.jpg,30,Man,asian,sad,middle-aged (30-49)
anger_-_image0000908.jpg,29,Man,middle eastern,neutral,young adult (20-29)
anger_-_image0000923.jpg,57,Man,middle eastern,angry,older adult (50-65)
anger_-_image0000932.jpg,22,Man,white,happy,young adult (20-29)
anger_-_image0000949.jpg,33,Man,white,neutral,middle-aged (30-49)
anger_-_image0000963.jpg,28,Man,black,sad,young adult (20-29)
anger_-_image0000965.jpg,30,Woman,white,angry,middle-aged (30-49)
anger_-_image0000972.jpg,32,Man,black,angry,middle-aged (30-49)
anger_-_image0000996.jpg,29,Man,asian,neutral,young adult (20-29)
anger_-_image0001015.jpg,30,Man,white,sad,middle-aged (30-49)
anger_-_image0001021.jpg,27,Man,asian,angry,young adult (20-29)
anger_-_image0001061.jpg,42,Man,white,neutral,middle-aged (30-49)
anger_-_image0001062.jpg,31,Woman,white,angry,middle-aged (30-49)
anger_-_image0001063.jpg,30,Woman,white,sad,middle-aged (30-49)
anger_-_image0001066.jpg,33,Man,middle eastern,neutral,middle-aged (30-49)
anger_-_image0001086.jpg,30,Woman,white,fear,middle-aged (30-49)
anger_-_image0001113.jpg,35,Man,white,neutral,middle-aged (30-49)
anger_-_image0001120.jpg,29,Man,middle eastern,angry,young adult (20-29)
anger_-_image0001152.jpg,46,Man,white,sad,middle-aged (30-49)
anger_-_image0001161.jpg,22,Man,indian,angry,young adult (20-29)
anger_-_image0001241.jpg,22,Man,white,angry,young adult (20-29)
anger_-_image0001244.jpg,43,Man,latino hispanic,angry,middle-aged (30-49)
anger_-_image0001258.jpg,37,Man,white,angry,middle-aged (30-49)
anger_-_image0001283.jpg,39,Man,white,happy,middle-aged (30-49)
anger_-_image0001296.jpg,46,Man,white,sad,middle-aged (30-49)
anger_-_image0001305.jpg,32,Woman,white,neutral,middle-aged (30-49)
anger_-_image0001314.jpg,29,Man,middle eastern,sad,young adult (20-29)
anger_-_image0001322.jpg,31,Man,white,sad,middle-aged (30-49)
anger_-_image0001341.jpg,41,Man,white,fear,middle-aged (30-49)
anger_-_image0001348.jpg,43,Man,white,angry,middle-aged (30-49)
anger_-_image0001375.jpg,34,Man,white,fear,middle-aged (30-49)
anger_-_image0001453.jpg,39,Woman,middle eastern,sad,middle-aged (30-49)
anger_-_image0001470.jpg,52,Man,white,angry,older adult (50-65)
anger_-_image0001516.jpg,26,Man,black,happy,young adult (20-29)
anger_-_image0001521.jpg,33,Woman,white,angry,middle-aged (30-49)
anger_-_image0001524.jpg,27,Man,white,angry,young adult (20-29)
anger_-_image0001527.jpg,43,Man,white,angry,middle-aged (30-49)
anger_-_image0001529.jpg,47,Man,middle eastern,angry,middle-aged (30-49)
anger_-_image0001538.jpg,48,Man,latino hispanic,angry,middle-aged (30-49)
anger_-_image0001555.jpg,27,Man,white,neutral,young adult (20-29)
anger_-_image0001568.jpg,30,Man,latino hispanic,neutral,middle-aged (30-49)
anger_-_image0001600.jpg,25,Man,middle eastern,angry,young adult (20-29)
anger_-_image0001615.jpg,30,Man,black,neutral,middle-aged (30-49)
anger_-_image0001623.jpg,28,Man,black,fear,young adult (20-29)
anger_-_image0001671.jpg,36,Man,white,neutral,middle-aged (30-49)
anger_-_image0001688.jpg,45,Man,black,neutral,middle-aged (30-49)
anger_-_image0001741.jpg,42,Man,white,neutral,middle-aged (30-49)
anger_-_image0001765.jpg,28,Man,asian,angry,young adult (20-29)
anger_-_image0001773.jpg,41,Man,latino hispanic,angry,middle-aged (30-49)
anger_-_image0001778.jpg,33,Man,middle eastern,angry,middle-aged (30-49)
anger_-_image0001794.jpg,25,Man,black,angry,young adult (20-29)
anger_-_image0001833.jpg,30,Man,white,fear,middle-aged (30-49)
anger_-_image0001849.jpg,33,Man,latino hispanic,fear,middle-aged (30-49)
anger_-_image0001857.jpg,27,Man,black,neutral,young adult (20-29)
anger_-_image0001861.jpg,33,Man,indian,neutral,middle-aged (30-49)
anger_-_image0001892.jpg,53,Man,black,sad,older adult (50-65)
anger_-_image0001916.jpg,26,Man,latino hispanic,neutral,young adult (20-29)
anger_-_image0001933.jpg,32,Man,middle eastern,fear,middle-aged (30-49)
anger_-_image0001934.jpg,28,Man,middle eastern,fear,young adult (20-29)
anger_-_image0001949.jpg,37,Man,white,angry,middle-aged (30-49)
anger_-_image0001956.jpg,37,Woman,white,happy,middle-aged (30-49)
anger_-_image0001974.jpg,24,Man,asian,disgust,young adult (20-29)
anger_-_image0001990.jpg,50,Man,white,neutral,older adult (50-65)
anger_-_image0002009.jpg,45,Man,white,neutral,middle-aged (30-49)
anger_-_image0002024.jpg,44,Man,white,angry,middle-aged (30-49)
anger_-_image0002046.jpg,37,Woman,white,fear,middle-aged (30-49)
anger_-_image0002048.jpg,30,Woman,black,neutral,middle-aged (30-49)
anger_-_image0002049.jpg,29,Woman,white,angry,young adult (20-29)
anger_-_image0002080.jpg,34,Man,white,neutral,middle-aged (30-49)
anger_-_image0002102.jpg,49,Man,white,angry,middle-aged (30-49)
anger_-_image0002105.jpg,32,Man,white,fear,middle-aged (30-49)
anger_-_image0002106.jpg,29,Man,asian,surprise,young adult (20-29)
anger_-_image0002140.jpg,40,Man,white,sad,middle-aged (30-49)
anger_-_image0002143.jpg,28,Man,white,neutral,young adult (20-29)
anger_-_image0002156.jpg,48,Man,middle eastern,angry,middle-aged (30-49)
anger_-_image0002205.jpg,24,Man,white,fear,young adult (20-29)
anger_-_image0002220.jpg,48,Man,middle eastern,angry,middle-aged (30-49)
anger_-_image0002230.jpg,29,Man,indian,sad,young adult (20-29)
anger_-_image0002259.jpg,26,Woman,latino hispanic,fear,young adult (20-29)
anger_-_image0002262.jpg,31,Man,middle eastern,neutral,middle-aged (30-49)
anger_-_image0002272.jpg,41,Man,asian,angry,middle-aged (30-49)
anger_-_image0002281.jpg,48,Man,white,neutral,middle-aged (30-49)
anger_-_image0002301.jpg,38,Man,white,angry,middle-aged (30-49)
anger_-_image0002340.jpg,39,Woman,latino hispanic,fear,middle-aged (30-49)
anger_-_image0002350.jpg,27,Man,asian,neutral,young adult (20-29)
anger_-_image0002366.jpg,25,Woman,white,angry,young adult (20-29)
anger_-_image0002369.jpg,27,Man,white,sad,young adult (20-29)
anger_-_image0002373.jpg,32,Man,black,neutral,middle-aged (30-49)
anger_-_image0002378.jpg,52,Man,middle eastern,sad,older adult (50-65)
anger_-_image0002388.jpg,34,Man,white,angry,middle-aged (30-49)
anger_-_image0002420.jpg,45,Man,asian,angry,middle-aged (30-49)
anger_-_image0002429.jpg,40,Man,white,surprise,middle-aged (30-49)
anger_-_image0002461.jpg,38,Man,white,angry,middle-aged (30-49)
anger_-_image0002467.jpg,29,Man,white,happy,young adult (20-29)
anger_-_image0002475.jpg,64,Man,black,disgust,older adult (50-65)
anger_-_image0002506.jpg,33,Man,white,fear,middle-aged (30-49)
anger_-_image0002507.jpg,22,Man,white,sad,young adult (20-29)
anger_-_image0002520.jpg,36,Man,white,angry,middle-aged (30-49)
anger_-_image0002524.jpg,35,Woman,latino hispanic,neutral,middle-aged (30-49)
anger_-_image0002532.jpg,31,Woman,black,angry,middle-aged (30-49)
anger_-_image0002539.jpg,39,Woman,white,neutral,middle-aged (30-49)
anger_-_image0002578.jpg,26,Man,white,neutral,young adult (20-29)
anger_-_image0002608.jpg,30,Man,white,surprise,middle-aged (30-49)
anger_-_image0002635.jpg,30,Woman,white,angry,middle-aged (30-49)
anger_-_image0002636.jpg,33,Man,asian,angry,middle-aged (30-49)
anger_-_image0002639.jpg,23,Man,white,angry,young adult (20-29)
anger_-_image0002667.jpg,35,Man,latino hispanic,sad,middle-aged (30-49)
anger_-_image0002685.jpg,39,Man,middle eastern,neutral,middle-aged (30-49)
anger_-_image0002705.jpg,32,Woman,black,surprise,middle-aged (30-49)
anger_-_image0002706.jpg,29,Man,middle eastern,neutral,young adult (20-29)
anger_-_image0002725.jpg,26,Woman,white,neutral,young adult (20-29)
anger_-_image0002740.jpg,32,Woman,white,fear,middle-aged (30-49)
anger_-_image0002797.jpg,32,Woman,white,sad,middle-aged (30-49)
anger_-_image0002800.jpg,49,Man,middle eastern,neutral,middle-aged (30-49)
anger_-_image0002830.jpg,44,Man,white,happy,middle-aged (30-49)
anger_-_image0002840.jpg,25,Man,white,sad,young adult (20-29)
anger_-_image0002894.jpg,46,Man,black,sad,middle-aged (30-49)
anger_-_image0002928.jpg,45,Man,white,neutral,middle-aged (30-49)
anger_-_image0002955.jpg,43,Man,latino hispanic,angry,middle-aged (30-49)
anger_-_image0002976.jpg,28,Man,latino hispanic,neutral,young adult (20-29)
anger_-_image0002986.jpg,49,Man,middle eastern,fear,middle-aged (30-49)
anger_-_image0002989.jpg,48,Man,white,sad,middle-aged (30-49)
anger_-_image0003003.jpg,58,Man,white,angry,older adult (50-65)
anger_-_image0003013.jpg,42,Man,middle eastern,angry,middle-aged (30-49)
anger_-_image0003016.jpg,20,Man,middle eastern,neutral,young adult (20-29)
anger_-_image0003019.jpg,25,Man,white,angry,young adult (20-29)
anger_-_image0003046.jpg,34,Woman,white,fear,middle-aged (30-49)
anger_-_image0003049.jpg,22,Man,white,neutral,young adult (20-29)
anger_-_image0003053.jpg,32,Woman,white,neutral,middle-aged (30-49)
anger_-_image0003060.jpg,35,Woman,white,happy,middle-aged (30-49)
anger_-_image0003108.jpg,33,Man,middle eastern,angry,middle-aged (30-49)
anger_-_image0003110.jpg,34,Man,white,angry,middle-aged (30-49)
anger_-_image0003112.jpg,41,Man,white,angry,middle-aged (30-49)
anger_-_image0003116.jpg,30,Man,latino hispanic,angry,middle-aged (30-49)
anger_-_image0003133.jpg,42,Man,white,angry,middle-aged (30-49)
anger_-_image0003161.jpg,38,Man,white,angry,middle-aged (30-49)
anger_-_image0003202.jpg,49,Man,white,sad,middle-aged (30-49)
anger_-_image0003212.jpg,28,Man,asian,neutral,young adult (20-29)
anger_-_image0003237.jpg,26,Man,black,sad,young adult (20-29)
anger_-_image0003295.jpg,46,Man,latino hispanic,sad,middle-aged (30-49)
anger_-_image0003305.jpg,40,Man,latino hispanic,surprise,middle-aged (30-49)
anger_-_image0003308.jpg,25,Man,black,sad,young adult (20-29)
anger_-_image0003315.jpg,29,Man,latino hispanic,sad,young adult (20-29)
anger_-_image0003325.jpg,70,Man,asian,angry,elderly (65+)
anger_-_image0003330.jpg,32,Man,white,sad,middle-aged (30-49)
anger_-_image0003351.jpg,29,Man,indian,neutral,young adult (20-29)
anger_-_image0003353.jpg,33,Man,latino hispanic,happy,middle-aged (30-49)
anger_-_image0003387.jpg,30,Man,white,angry,middle-aged (30-49)
anger_-_image0003393.jpg,26,Man,asian,surprise,young adult (20-29)
anger_-_image0003411.jpg,25,Man,black,sad,young adult (20-29)
anger_-_image0003415.jpg,43,Man,white,neutral,middle-aged (30-49)
anger_-_image0003422.jpg,27,Man,asian,angry,young adult (20-29)
anger_-_image0003428.jpg,30,Woman,latino hispanic,fear,middle-aged (30-49)
anger_-_image0003455.jpg,28,Man,white,fear,young adult (20-29)
anger_-_image0003456.jpg,38,Man,white,fear,middle-aged (30-49)
anger_-_image0003487.jpg,21,Woman,white,angry,young adult (20-29)
anger_-_image0003501.jpg,28,Man,middle eastern,neutral,young adult (20-29)
anger_-_image0003507.jpg,31,Man,latino hispanic,sad,middle-aged (30-49)
anger_-_image0003519.jpg,32,Man,white,neutral,middle-aged (30-49)
anger_-_image0003556.jpg,46,Man,white,neutral,middle-aged (30-49)
anger_-_image0003573.jpg,29,Woman,white,surprise,young adult (20-29)
anger_-_image0003609.jpg,30,Man,white,angry,middle-aged (30-49)
anger_-_image0003666.jpg,41,Man,white,angry,middle-aged (30-49)
anger_-_image0003669.jpg,46,Man,black,angry,middle-aged (30-49)
anger_-_image0003670.jpg,26,Man,asian,angry,young adult (20-29)
anger_-_image0003734.jpg,41,Man,white,surprise,middle-aged (30-49)
anger_-_image0003757.jpg,37,Man,middle eastern,sad,middle-aged (30-49)
anger_-_image0003762.jpg,24,Man,middle eastern,neutral,young adult (20-29)
anger_-_image0003769.jpg,23,Man,black,sad,young adult (20-29)
anger_-_image0003791.jpg,38,Man,white,fear,middle-aged (30-49)
anger_-_image0003820.jpg,31,Woman,white,neutral,middle-aged (30-49)
anger_-_image0003823.jpg,30,Man,white,sad,middle-aged (30-49)
anger_-_image0003826.jpg,22,Man,white,angry,young adult (20-29)
anger_-_image0003836.jpg,23,Man,black,neutral,young adult (20-29)
anger_-_image0003857.jpg,37,Woman,asian,happy,middle-aged (30-49)
anger_-_image0003876.jpg,39,Man,black,neutral,middle-aged (30-49)
anger_-_image0003916.jpg,50,Man,white,sad,older adult (50-65)
anger_-_image0003920.jpg,25,Man,white,angry,young adult (20-29)
anger_-_image0003961.jpg,37,Woman,latino hispanic,happy,middle-aged (30-49)
anger_-_image0003964.jpg,24,Man,latino hispanic,angry,young adult (20-29)
anger_-_image0003970.jpg,35,Man,white,neutral,middle-aged (30-49)
anger_-_image0003971.jpg,28,Man,white,sad,young adult (20-29)
anger_-_image0004004.jpg,28,Man,white,neutral,young adult (20-29)
anger_-_image0004010.jpg,30,Woman,white,neutral,middle-aged (30-49)
anger_-_image0004026.jpg,27,Man,latino hispanic,sad,young adult (20-29)
anger_-_image0004049.jpg,32,Man,white,angry,middle-aged (30-49)
anger_-_image0004051.jpg,24,Man,white,neutral,young adult (20-29)
anger_-_image0004065.jpg,30,Woman,white,fear,middle-aged (30-49)
anger_-_image0004071.jpg,27,Woman,middle eastern,angry,young adult (20-29)
anger_-_image0004099.jpg,24,Man,latino hispanic,neutral,young adult (20-29)
anger_-_image0004164.jpg,48,Man,latino hispanic,neutral,middle-aged (30-49)
anger_-_image0004213.jpg,30,Man,white,sad,middle-aged (30-49)
anger_-_image0004247.jpg,28,Man,white,neutral,young adult (20-29)
anger_-_image0004298.jpg,23,Man,white,happy,young adult (20-29)
anger_-_image0004330.jpg,22,Man,white,neutral,young adult (20-29)
anger_-_image0004341.jpg,39,Man,white,sad,middle-aged (30-49)
anger_-_image0004342.jpg,23,Woman,white,neutral,young adult (20-29)
anger_-_image0004345.jpg,39,Man,white,fear,middle-aged (30-49)
anger_-_image0004357.jpg,39,Man,white,angry,middle-aged (30-49)
anger_-_image0004381.jpg,31,Man,middle eastern,sad,middle-aged (30-49)
anger_-_image0004383.jpg,32,Man,latino hispanic,sad,middle-aged (30-49)
anger_-_image0004411.jpg,33,Woman,white,neutral,middle-aged (30-49)
anger_-_image0004425.jpg,45,Man,latino hispanic,angry,middle-aged (30-49)
anger_-_image0004445.jpg,33,Man,asian,angry,middle-aged (30-49)
anger_-_image0004456.jpg,32,Woman,latino hispanic,neutral,middle-aged (30-49)
anger_-_image0004459.jpg,30,Woman,white,fear,middle-aged (30-49)
anger_-_image0004504.jpg,28,Man,asian,happy,young adult (20-29)
anger_-_image0004550.jpg,53,Man,black,fear,older adult (50-65)
anger_-_image0004588.jpg,46,Man,white,fear,middle-aged (30-49)
anger_-_image0004609.jpg,30,Man,black,sad,middle-aged (30-49)
anger_-_image0004615.jpg,25,Man,black,sad,young adult (20-29)
anger_-_image0004642.jpg,38,Man,white,neutral,middle-aged (30-49)
anger_-_image0004676.jpg,32,Man,middle eastern,neutral,middle-aged (30-49)
anger_-_image0004683.jpg,45,Man,black,sad,middle-aged (30-49)
anger_-_image0004694.jpg,30,Woman,latino hispanic,neutral,middle-aged (30-49)
anger_-_image0004695.jpg,34,Man,white,angry,middle-aged (30-49)
anger_-_image0004698.jpg,37,Man,white,happy,middle-aged (30-49)
anger_-_image0004792.jpg,39,Man,white,angry,middle-aged (30-49)
anger_-_image0004816.jpg,41,Man,middle eastern,neutral,middle-aged (30-49)
anger_-_image0004819.jpg,36,Man,asian,angry,middle-aged (30-49)
anger_-_image0004832.jpg,27,Man,latino hispanic,angry,young adult (20-29)
anger_-_image0004835.jpg,30,Man,white,angry,middle-aged (30-49)
anger_-_image0004845.jpg,40,Man,asian,angry,middle-aged (30-49)
anger_-_image0004848.jpg,29,Man,asian,fear,young adult (20-29)
anger_-_image0004854.jpg,23,Man,asian,neutral,young adult (20-29)
anger_-_image0004855.jpg,31,Man,asian,sad,middle-aged (30-49)
anger_-_image0004860.jpg,31,Man,asian,angry,middle-aged (30-49)
anger_-_image0004864.jpg,24,Man,latino hispanic,fear,young adult (20-29)
anger_-_image0004866.jpg,38,Man,middle eastern,fear,middle-aged (30-49)
anger_-_image0004885.jpg,39,Man,white,neutral,middle-aged (30-49)
anger_-_image0004921.jpg,44,Woman,asian,sad,middle-aged (30-49)
anger_-_image0004946.jpg,30,Woman,white,surprise,middle-aged (30-49)
anger_-_image0004947.jpg,35,Man,white,angry,middle-aged (30-49)
anger_-_image0004949.jpg,32,Man,white,fear,middle-aged (30-49)
anger_-_image0004952.jpg,44,Man,white,angry,middle-aged (30-49)
anger_-_image0004956.jpg,53,Man,white,angry,older adult (50-65)
anger_-_image0004970.jpg,22,Man,white,neutral,young adult (20-29)
anger_-_image0005041.jpg,42,Man,white,angry,middle-aged (30-49)
anger_-_image0005070.jpg,24,Woman,asian,happy,young adult (20-29)
anger_-_image0005102.jpg,40,Man,white,sad,middle-aged (30-49)
anger_-_image0005108.jpg,36,Woman,asian,neutral,middle-aged (30-49)
anger_-_image0005124.jpg,33,Man,black,sad,middle-aged (30-49)
anger_-_image0005156.jpg,26,Man,middle eastern,angry,young adult (20-29)
anger_-_image0005190.jpg,52,Man,middle eastern,angry,older adult (50-65)
anger_-_image0005193.jpg,31,Man,white,fear,middle-aged (30-49)
anger_-_image0005221.jpg,47,Man,middle eastern,neutral,middle-aged (30-49)
anger_-_image0005269.jpg,31,Man,asian,sad,middle-aged (30-49)
anger_-_image0005276.jpg,24,Woman,white,neutral,young adult (20-29)
anger_-_image0005298.jpg,36,Man,white,sad,middle-aged (30-49)
anger_-_image0005303.jpg,23,Man,black,neutral,young adult (20-29)
anger_-_image0005304.jpg,31,Woman,white,angry,middle-aged (30-49)
anger_-_image0005306.jpg,35,Woman,white,angry,middle-aged (30-49)
anger_-_image0005315.jpg,24,Man,latino hispanic,neutral,young adult (20-29)
anger_-_image0005319.jpg,28,Man,white,neutral,young adult (20-29)
anger_-_image0005334.jpg,31,Man,black,neutral,middle-aged (30-49)
anger_-_image0005347.jpg,31,Woman,white,neutral,middle-aged (30-49)
anger_-_image0005366.jpg,29,Woman,black,neutral,young adult (20-29)
anger_-_image0005380.jpg,25,Man,black,angry,young adult (20-29)
anger_-_image0005385.jpg,28,Man,black,happy,young adult (20-29)
anger_-_image0005396.jpg,27,Woman,white,neutral,young adult (20-29)
anger_-_image0005516.jpg,37,Woman,white,surprise,middle-aged (30-49)
anger_-_image0005528.jpg,40,Man,white,angry,middle-aged (30-49)
anger_-_image0005558.jpg,33,Man,asian,sad,middle-aged (30-49)
anger_-_image0005565.jpg,49,Man,white,angry,middle-aged (30-49)
anger_-_image0005594.jpg,24,Man,asian,sad,young adult (20-29)
anger_-_image0005597.jpg,23,Man,white,fear,young adult (20-29)
anger_-_image0005603.jpg,39,Man,latino hispanic,angry,middle-aged (30-49)
anger_-_image0005660.jpg,43,Man,white,angry,middle-aged (30-49)
anger_-_image0005680.jpg,28,Woman,white,angry,young adult (20-29)
anger_-_image0005713.jpg,29,Man,middle eastern,neutral,young adult (20-29)
anger_-_image0005726.jpg,24,Woman,white,neutral,young adult (20-29)
anger_-_image0005727.jpg,39,Man,asian,angry,middle-aged (30-49)
anger_-_image0005763.jpg,32,Woman,white,angry,middle-aged (30-49)
anger_-_image0005773.jpg,28,Man,asian,fear,young adult (20-29)
anger_-_image0005785.jpg,55,Man,white,angry,older adult (50-65)
anger_-_image0005819.jpg,28,Man,middle eastern,neutral,young adult (20-29)
anger_-_image0005865.jpg,34,Man,white,neutral,middle-aged (30-49)
anger_-_image0005903.jpg,42,Man,white,angry,middle-aged (30-49)
anger_-_image0005935.jpg,49,Man,latino hispanic,neutral,middle-aged (30-49)
anger_-_image0005962.jpg,32,Man,white,happy,middle-aged (30-49)
anger_-_image0005981.jpg,29,Man,latino hispanic,neutral,young adult (20-29)
anger_-_image0005983.jpg,33,Woman,latino hispanic,neutral,middle-aged (30-49)
anger_-_image0006020.jpg,24,Man,white,angry,young adult (20-29)
anger_-_image0006084.jpg,27,Man,middle eastern,disgust,young adult (20-29)
anger_-_image0006147.jpg,32,Woman,white,neutral,middle-aged (30-49)
anger_-_image0006167.jpg,33,Man,middle eastern,sad,middle-aged (30-49)
anger_-_image0006195.jpg,37,Man,latino hispanic,angry,middle-aged (30-49)
anger_-_image0006199.jpg,39,Man,white,sad,middle-aged (30-49)
anger_-_image0006211.jpg,32,Man,white,sad,middle-aged (30-49)
anger_-_image0006224.jpg,26,Woman,latino hispanic,angry,young adult (20-29)
anger_-_image0006232.jpg,21,Man,latino hispanic,neutral,young adult (20-29)
anger_-_image0006236.jpg,33,Man,latino hispanic,angry,middle-aged (30-49)
anger_-_image0006246.jpg,45,Man,white,sad,middle-aged (30-49)
anger_-_image0006258.jpg,24,Man,white,angry,young adult (20-29)
anger_-_image0006260.jpg,51,Woman,white,happy,older adult (50-65)
anger_-_image0006275.jpg,31,Man,white,sad,middle-aged (30-49)
anger_-_image0006281.jpg,31,Man,middle eastern,happy,middle-aged (30-49)
anger_-_image0006294.jpg,26,Man,black,surprise,young adult (20-29)
anger_-_image0006306.jpg,29,Man,middle eastern,angry,young adult (20-29)
anger_-_image0006322.jpg,26,Man,white,neutral,young adult (20-29)
anger_-_image0006335.jpg,22,Woman,latino hispanic,neutral,young adult (20-29)
anger_-_image0006339.jpg,29,Man,white,neutral,young adult (20-29)
anger_-_image0006360.jpg,30,Man,white,angry,middle-aged (30-49)
anger_-_image0006364.jpg,35,Man,white,angry,middle-aged (30-49)
anger_-_image0006379.jpg,25,Man,indian,fear,young adult (20-29)
anger_-_image0006406.jpg,53,Man,white,angry,older adult (50-65)
anger_-_image0006477.jpg,27,Man,black,angry,young adult (20-29)
anger_-_image0006484.jpg,32,Man,black,neutral,middle-aged (30-49)
anger_-_image0006510.jpg,48,Man,white,happy,middle-aged (30-49)
anger_-_image0006526.jpg,28,Man,white,fear,young adult (20-29)
anger_-_image0006540.jpg,49,Man,white,neutral,middle-aged (30-49)
anger_-_image0006544.jpg,44,Man,latino hispanic,neutral,middle-aged (30-49)
anger_-_image0006566.jpg,29,Man,white,neutral,young adult (20-29)
anger_-_image0006582.jpg,37,Man,white,sad,middle-aged (30-49)
anger_-_image0006587.jpg,42,Man,black,angry,middle-aged (30-49)
anger_-_image0006597.jpg,31,Man,middle eastern,neutral,middle-aged (30-49)
anger_-_image0006601.jpg,32,Woman,latino hispanic,fear,middle-aged (30-49)
anger_-_image0006608.jpg,37,Man,black,neutral,middle-aged (30-49)
anger_-_image0006610.jpg,44,Man,white,angry,middle-aged (30-49)
anger_-_image0006661.jpg,43,Man,white,neutral,middle-aged (30-49)
anger_-_image0006665.jpg,23,Man,black,sad,young adult (20-29)
anger_-_image0006689.jpg,25,Man,black,neutral,young adult (20-29)
anger_-_image0006699.jpg,33,Man,white,neutral,middle-aged (30-49)
anger_-_image0006706.jpg,23,Man,white,neutral,young adult (20-29)
anger_-_image0006712.jpg,21,Man,middle eastern,neutral,young adult (20-29)
anger_-_image0006756.jpg,26,Man,indian,neutral,young adult (20-29)
anger_-_image0006763.jpg,22,Woman,white,neutral,young adult (20-29)
anger_-_image0006771.jpg,53,Man,white,sad,older adult (50-65)
anger_-_image0006816.jpg,26,Man,white,neutral,young adult (20-29)
anger_-_image0006821.jpg,23,Man,white,fear,young adult (20-29)
anger_-_image0006834.jpg,46,Man,asian,sad,middle-aged (30-49)
anger_-_image0006839.jpg,35,Man,white,angry,middle-aged (30-49)
anger_-_image0006874.jpg,43,Man,white,neutral,middle-aged (30-49)
anger_-_image0006880.jpg,33,Man,latino hispanic,angry,middle-aged (30-49)
anger_-_image0006895.jpg,30,Woman,latino hispanic,fear,middle-aged (30-49)
anger_-_image0006896.jpg,29,Man,latino hispanic,sad,young adult (20-29)
anger_-_image0006900.jpg,22,Man,latino hispanic,angry,young adult (20-29)
anger_-_image0006927.jpg,33,Man,white,fear,middle-aged (30-49)
anger_-_image0006960.jpg,31,Man,white,angry,middle-aged (30-49)
anger_-_image0006971.jpg,28,Man,latino hispanic,neutral,young adult (20-29)
anger_-_image0006976.jpg,50,Man,latino hispanic,neutral,older adult (50-65)
anger_-_image0006986.jpg,22,Man,asian,angry,young adult (20-29)
anger_-_image0007015.jpg,44,Man,white,fear,middle-aged (30-49)
anger_-_image0007018.jpg,32,Woman,white,angry,middle-aged (30-49)
anger_-_image0007029.jpg,40,Man,white,sad,middle-aged (30-49)
anger_-_image0007124.jpg,27,Man,white,sad,young adult (20-29)
anger_-_image0007125.jpg,27,Man,middle eastern,sad,young adult (20-29)
anger_-_image0007223.jpg,39,Woman,white,neutral,middle-aged (30-49)
anger_-_image0007271.jpg,39,Man,white,angry,middle-aged (30-49)
anger_-_image0007281.jpg,30,Man,white,neutral,middle-aged (30-49)
anger_-_image0007286.jpg,22,Man,white,neutral,young adult (20-29)
